gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021090900,2441,25511.0,15,2021-09-10T02:05:03.700,12.0,TB,left,66.95,29.31,3.07,2.01,0.31,330.34,90.56,None
2021090900,2441,25511.0,16,2021-09-10T02:05:03.800,12.0,TB,left,67.27,29.31,3.3,1.92,0.32,334.47,91.19,None
2021090900,2441,25511.0,17,2021-09-10T02:05:03.900,12.0,TB,left,67.62,29.3,3.52,1.57,0.35,337.4,90.82,None
2021090900,2441,25511.0,18,2021-09-10T02:05:04.000,12.0,TB,left,67.97,29.3,3.61,0.99,0.35,339.02,90.69,None
2021090900,2441,25511.0,19,2021-09-10T02:05:04.100,12.0,TB,left,68.34,29.31,3.67,0.56,0.36,340.54,89.07,None
2021090900,2441,25511.0,20,2021-09-10T02:05:04.200,12.0,TB,left,68.71,29.33,3.74,0.69,0.38,342.37,86.94,None
2021090900,2441,25511.0,21,2021-09-10T02:05:04.300,12.0,TB,left,69.08,29.36,3.7,0.74,0.37,342.95,85.76,None
2021090900,2441,25511.0,22,2021-09-10T02:05:04.400,12.0,TB,left,69.44,29.39,3.6,1.07,0.36,345.62,83.87,None
2021090900,2441,25511.0,23,2021-09-10T02:05:04.500,12.0,TB,left,69.79,29.44,3.51,1.28,0.36,344.7,81.91,None
2021090900,2441,25511.0,24,2021-09-10T02:05:04.600,12.0,TB,left,70.13,29.5,3.37,1.52,0.34,339.61,79.63,None
2021090900,2441,25511.0,25,2021-09-10T02:05:04.700,12.0,TB,left,70.45,29.56,3.2,1.71,0.32,336.46,77.91,None
2021090900,2441,25511.0,26,2021-09-10T02:05:04.800,12.0,TB,left,70.74,29.63,3.0,1.94,0.31,334.1,75.62,None
2021090900,2441,25511.0,27,2021-09-10T02:05:04.900,12.0,TB,left,71.02,29.71,2.76,2.17,0.28,331.35,72.33,None
2021090900,2441,25511.0,28,2021-09-10T02:05:05.000,12.0,TB,left,71.26,29.8,2.5,2.4,0.26,328.58,68.08,None
2021090900,2441,25511.0,29,2021-09-10T02:05:05.100,12.0,TB,left,71.47,29.9,2.24,2.55,0.23,326.7,62.81,None
2021090900,2441,25511.0,30,2021-09-10T02:05:05.200,12.0,TB,left,71.65,30.01,2.02,2.52,0.21,323.95,57.82,None
2021090900,2441,25511.0,31,2021-09-10T02:05:05.300,12.0,TB,left,71.81,30.12,1.84,2.39,0.19,320.41,52.03,None
2021090900,2441,25511.0,32,2021-09-10T02:05:05.400,12.0,TB,left,71.94,30.23,1.67,2.21,0.17,320.41,46.25,None
2021090900,2441,25511.0,33,2021-09-10T02:05:05.500,12.0,TB,left,72.03,30.34,1.38,2.52,0.14,321.01,37.38,None
2021090900,2441,25511.0,34,2021-09-10T02:05:05.600,12.0,TB,left,72.08,30.44,1.03,2.94,0.11,320.19,21.48,None
2021090900,2441,25511.0,35,2021-09-10T02:05:05.700,12.0,TB,left,72.09,30.52,0.79,3.16,0.08,319.5,357.92,None
2021090900,2441,25511.0,36,2021-09-10T02:05:05.800,12.0,TB,left,72.06,30.58,0.72,3.28,0.07,320.17,322.76,None
2021090900,2441,25511.0,37,2021-09-10T02:05:05.900,12.0,TB,left,71.98,30.61,0.93,3.71,0.08,320.17,290.2,None
2021090900,2441,25511.0,38,2021-09-10T02:05:06.000,12.0,TB,left,71.86,30.63,1.34,3.78,0.12,320.17,274.1,None
2021090900,2441,25511.0,39,2021-09-10T02:05:06.100,12.0,TB,left,71.7,30.63,1.73,3.5,0.16,320.17,268.03,None
2021090900,2441,25511.0,40,2021-09-10T02:05:06.200,12.0,TB,left,71.5,30.62,2.16,3.28,0.2,319.31,264.1,None
2021090900,2441,25511.0,41,2021-09-10T02:05:06.300,12.0,TB,left,71.25,30.59,2.63,3.14,0.25,319.31,262.66,None
2021090900,2441,25511.0,42,2021-09-10T02:05:06.400,12.0,TB,left,70.95,30.56,3.11,3.07,0.3,324.46,263.59,None
2021090900,2441,25511.0,43,2021-09-10T02:05:06.500,12.0,TB,left,70.63,30.53,3.36,2.43,0.32,329.43,263.91,None
2021090900,2441,25511.0,44,2021-09-10T02:05:06.600,12.0,TB,left,70.28,30.51,3.61,1.98,0.35,334.15,265.44,None
2021090900,2441,25511.0,45,2021-09-10T02:05:06.700,12.0,TB,left,69.91,30.49,3.75,1.39,0.37,335.74,266.52,None
2021090900,2441,25511.0,46,2021-09-10T02:05:06.800,12.0,TB,left,69.54,30.47,3.82,0.89,0.37,344.85,267.61,None
2021090900,2441,25511.0,47,2021-09-10T02:05:06.900,12.0,TB,left,69.16,30.45,3.85,0.58,0.38,351.85,268.35,None
2021090900,2441,25511.0,48,2021-09-10T02:05:07.000,12.0,TB,left,68.77,30.44,3.83,0.43,0.38,349.16,268.12,None
2021090900,2441,25511.0,49,2021-09-10T02:05:07.100,12.0,TB,left,68.4,30.42,3.74,0.77,0.38,353.97,267.46,None
2021090900,2441,25511.0,50,2021-09-10T02:05:07.200,12.0,TB,left,68.03,30.4,3.63,1.08,0.37,357.95,267.05,None
2021090900,2441,25511.0,51,2021-09-10T02:05:07.300,12.0,TB,left,67.69,30.37,3.38,1.64,0.34,354.81,265.92,None
2021090900,2441,25511.0,52,2021-09-10T02:05:07.400,12.0,TB,left,67.38,30.34,3.08,2.1,0.31,8.38,264.33,None
2021090900,2441,25511.0,53,2021-09-10T02:05:07.500,12.0,TB,left,67.07,30.31,2.92,2.16,0.3,26.19,262.66,autoevent_passforward
2021090900,2441,25511.0,54,2021-09-10T02:05:07.600,12.0,TB,left,66.79,30.27,2.72,2.14,0.28,79.39,261.09,pass_forward
2021090900,2441,25511.0,55,2021-09-10T02:05:07.700,12.0,TB,left,66.54,30.22,2.46,2.3,0.26,165.34,258.27,None
2021090900,2441,25511.0,56,2021-09-10T02:05:07.800,12.0,TB,left,66.31,30.17,2.24,2.23,0.23,166.39,256.51,None
2021090900,2441,25511.0,57,2021-09-10T02:05:07.900,12.0,TB,left,66.11,30.11,2.01,2.21,0.21,167.17,253.37,None
2021090900,2441,25511.0,58,2021-09-10T02:05:08.000,12.0,TB,left,65.93,30.05,1.79,2.2,0.19,168.65,248.97,None
2021090900,2441,35481.0,1,2021-09-10T02:05:02.300,87.0,TB,left,60.71,42.06,0.1,0.1,0.0,259.0,324.98,None
2021090900,2441,35481.0,2,2021-09-10T02:05:02.400,87.0,TB,left,60.7,42.05,0.09,0.09,0.02,257.8,320.48,None
2021090900,2441,35481.0,3,2021-09-10T02:05:02.500,87.0,TB,left,60.69,42.02,0.07,0.07,0.03,257.8,311.98,None
2021090900,2441,35481.0,4,2021-09-10T02:05:02.600,87.0,TB,left,60.67,42.0,0.06,0.07,0.02,258.4,305.5,None
2021090900,2441,35481.0,5,2021-09-10T02:05:02.700,87.0,TB,left,60.64,41.98,0.06,0.24,0.04,260.89,289.37,None
2021090900,2441,35481.0,6,2021-09-10T02:05:02.800,87.0,TB,left,60.62,41.99,0.26,2.75,0.02,252.93,245.77,ball_snap
2021090900,2441,35481.0,7,2021-09-10T02:05:02.900,87.0,TB,left,60.58,41.97,0.69,3.81,0.04,263.04,243.19,None
2021090900,2441,35481.0,8,2021-09-10T02:05:03.000,87.0,TB,left,60.49,41.93,1.26,4.34,0.1,272.65,247.54,None
2021090900,2441,35481.0,9,2021-09-10T02:05:03.100,87.0,TB,left,60.34,41.88,1.8,4.33,0.16,278.21,249.84,None
2021090900,2441,35481.0,10,2021-09-10T02:05:03.200,87.0,TB,left,60.13,41.82,2.33,4.16,0.22,271.61,252.73,None
2021090900,2441,35481.0,11,2021-09-10T02:05:03.300,87.0,TB,left,59.84,41.76,3.0,4.34,0.3,269.0,257.36,None
2021090900,2441,35481.0,12,2021-09-10T02:05:03.400,87.0,TB,left,59.49,41.69,3.57,4.05,0.35,271.58,258.62,None
2021090900,2441,35481.0,13,2021-09-10T02:05:03.500,87.0,TB,left,59.09,41.65,4.11,3.81,0.41,277.67,262.21,None
2021090900,2441,35481.0,14,2021-09-10T02:05:03.600,87.0,TB,left,58.65,41.6,4.55,3.43,0.44,277.67,263.48,None
2021090900,2441,35481.0,15,2021-09-10T02:05:03.700,87.0,TB,left,58.18,41.55,4.93,3.69,0.47,274.32,264.78,None
2021090900,2441,35481.0,16,2021-09-10T02:05:03.800,87.0,TB,left,57.67,41.51,5.3,3.19,0.51,271.92,266.57,None
2021090900,2441,35481.0,17,2021-09-10T02:05:03.900,87.0,TB,left,57.12,41.48,5.71,2.76,0.55,272.55,267.43,None
2021090900,2441,35481.0,18,2021-09-10T02:05:04.000,87.0,TB,left,56.54,41.46,6.01,2.17,0.59,273.48,268.23,None
2021090900,2441,35481.0,19,2021-09-10T02:05:04.100,87.0,TB,left,55.91,41.45,6.32,1.75,0.62,273.48,269.08,None
2021090900,2441,35481.0,20,2021-09-10T02:05:04.200,87.0,TB,left,55.26,41.44,6.57,1.37,0.65,272.09,269.95,None
2021090900,2441,35481.0,21,2021-09-10T02:05:04.300,87.0,TB,left,54.59,41.45,6.79,1.08,0.67,272.7,270.74,None
2021090900,2441,35481.0,22,2021-09-10T02:05:04.400,87.0,TB,left,53.9,41.46,6.93,0.83,0.69,272.7,270.97,None
2021090900,2441,35481.0,23,2021-09-10T02:05:04.500,87.0,TB,left,53.2,41.47,7.01,0.49,0.7,269.23,271.4,None
2021090900,2441,35481.0,24,2021-09-10T02:05:04.600,87.0,TB,left,52.47,41.48,7.21,0.22,0.73,269.23,271.02,None
2021090900,2441,35481.0,25,2021-09-10T02:05:04.700,87.0,TB,left,51.73,41.49,7.33,0.04,0.74,271.16,271.02,None
2021090900,2441,35481.0,26,2021-09-10T02:05:04.800,87.0,TB,left,50.97,41.5,7.53,0.1,0.76,273.88,270.82,None
2021090900,2441,35481.0,27,2021-09-10T02:05:04.900,87.0,TB,left,50.2,41.51,7.59,0.28,0.76,272.7,270.44,None
2021090900,2441,35481.0,28,2021-09-10T02:05:05.000,87.0,TB,left,49.43,41.53,7.67,0.35,0.77,271.52,271.02,None
2021090900,2441,35481.0,29,2021-09-10T02:05:05.100,87.0,TB,left,48.64,41.53,7.81,0.2,0.79,274.37,270.44,None
2021090900,2441,35481.0,30,2021-09-10T02:05:05.200,87.0,TB,left,47.86,41.54,7.82,0.31,0.78,278.28,270.3,None
2021090900,2441,35481.0,31,2021-09-10T02:05:05.300,87.0,TB,left,47.07,41.54,7.86,0.48,0.79,273.97,270.49,None
2021090900,2441,35481.0,32,2021-09-10T02:05:05.400,87.0,TB,left,46.27,41.55,7.98,0.44,0.81,272.6,270.31,None
2021090900,2441,35481.0,33,2021-09-10T02:05:05.500,87.0,TB,left,45.44,41.54,8.17,0.38,0.83,274.68,269.52,None
2021090900,2441,35481.0,34,2021-09-10T02:05:05.600,87.0,TB,left,44.62,41.52,8.21,0.61,0.82,277.56,268.77,None
2021090900,2441,35481.0,35,2021-09-10T02:05:05.700,87.0,TB,left,43.79,41.51,8.22,0.65,0.82,280.12,268.77,None
2021090900,2441,35481.0,36,2021-09-10T02:05:05.800,87.0,TB,left,42.97,41.49,8.22,0.68,0.83,278.68,268.9,None
2021090900,2441,35481.0,37,2021-09-10T02:05:05.900,87.0,TB,left,42.14,41.48,8.24,0.7,0.83,276.68,268.82,None
2021090900,2441,35481.0,38,2021-09-10T02:05:06.000,87.0,TB,left,41.3,41.46,8.37,0.36,0.84,270.21,269.21,None
2021090900,2441,35481.0,39,2021-09-10T02:05:06.100,87.0,TB,left,40.46,41.45,8.39,0.47,0.84,267.76,269.44,None
2021090900,2441,35481.0,40,2021-09-10T02:05:06.200,87.0,TB,left,39.62,41.45,8.42,0.71,0.84,266.57,270.13,None
2021090900,2441,35481.0,41,2021-09-10T02:05:06.300,87.0,TB,left,38.78,41.45,8.43,0.7,0.84,270.92,270.12,None
2021090900,2441,35481.0,42,2021-09-10T02:05:06.400,87.0,TB,left,37.93,41.46,8.47,0.58,0.85,268.15,269.94,None
2021090900,2441,35481.0,43,2021-09-10T02:05:06.500,87.0,TB,left,37.08,41.45,8.49,0.6,0.85,266.27,269.8,None
2021090900,2441,35481.0,44,2021-09-10T02:05:06.600,87.0,TB,left,36.23,41.45,8.52,0.72,0.85,263.17,269.6,None
2021090900,2441,35481.0,45,2021-09-10T02:05:06.700,87.0,TB,left,35.37,41.44,8.52,0.9,0.86,260.06,269.34,None
2021090900,2441,35481.0,46,2021-09-10T02:05:06.800,87.0,TB,left,34.51,41.43,8.54,0.98,0.86,260.95,268.81,None
2021090900,2441,35481.0,47,2021-09-10T02:05:06.900,87.0,TB,left,33.66,41.41,8.5,1.08,0.85,251.15,268.63,None
2021090900,2441,35481.0,48,2021-09-10T02:05:07.000,87.0,TB,left,32.81,41.39,8.47,1.19,0.85,242.58,268.48,None
2021090900,2441,35481.0,49,2021-09-10T02:05:07.100,87.0,TB,left,31.95,41.36,8.5,1.1,0.86,233.54,268.43,None
2021090900,2441,35481.0,50,2021-09-10T02:05:07.200,87.0,TB,left,31.1,41.34,8.51,1.07,0.86,228.59,268.63,None
2021090900,2441,35481.0,51,2021-09-10T02:05:07.300,87.0,TB,left,30.25,41.32,8.45,1.18,0.85,219.01,268.52,None
2021090900,2441,35481.0,52,2021-09-10T02:05:07.400,87.0,TB,left,29.39,41.3,8.44,1.17,0.85,210.27,268.55,None
2021090900,2441,35481.0,53,2021-09-10T02:05:07.500,87.0,TB,left,28.55,41.28,8.37,1.38,0.85,203.27,268.63,autoevent_passforward
2021090900,2441,35481.0,54,2021-09-10T02:05:07.600,87.0,TB,left,27.7,41.27,8.34,1.42,0.84,188.85,268.95,pass_forward
2021090900,2441,35481.0,55,2021-09-10T02:05:07.700,87.0,TB,left,26.87,41.26,8.23,1.63,0.83,178.57,269.24,None
2021090900,2441,35481.0,56,2021-09-10T02:05:07.800,87.0,TB,left,26.04,41.25,8.2,1.59,0.84,176.88,269.44,None
2021090900,2441,35481.0,57,2021-09-10T02:05:07.900,87.0,TB,left,25.21,41.24,8.12,1.65,0.82,175.42,269.69,None
2021090900,2441,35481.0,58,2021-09-10T02:05:08.000,87.0,TB,left,24.4,41.23,8.01,1.76,0.81,182.47,269.4,None
2021090900,2441,35634.0,1,2021-09-10T02:05:02.300,81.0,TB,left,60.6,11.53,0.09,0.06,0.01,280.07,29.73,None
2021090900,2441,35634.0,2,2021-09-10T02:05:02.400,81.0,TB,left,60.59,11.54,0.08,0.05,0.01,279.4,20.31,None
2021090900,2441,35634.0,3,2021-09-10T02:05:02.500,81.0,TB,left,60.57,11.53,0.05,0.04,0.02,279.4,8.01,None
2021090900,2441,35634.0,4,2021-09-10T02:05:02.600,81.0,TB,left,60.54,11.53,0.05,0.04,0.04,280.03,327.26,None
2021090900,2441,35634.0,5,2021-09-10T02:05:02.700,81.0,TB,left,60.5,11.53,0.07,0.2,0.04,277.98,304.1,None
2021090900,2441,35634.0,6,2021-09-10T02:05:02.800,81.0,TB,left,60.48,11.54,0.14,0.8,0.02,276.36,284.88,ball_snap
2021090900,2441,35634.0,7,2021-09-10T02:05:02.900,81.0,TB,left,60.44,11.55,0.32,1.48,0.04,276.36,282.87,None
2021090900,2441,35634.0,8,2021-09-10T02:05:03.000,81.0,TB,left,60.38,11.58,0.69,2.52,0.07,284.92,286.24,None
2021090900,2441,35634.0,9,2021-09-10T02:05:03.100,81.0,TB,left,60.28,11.61,1.19,3.5,0.1,285.94,289.46,None
2021090900,2441,35634.0,10,2021-09-10T02:05:03.200,81.0,TB,left,60.14,11.67,1.65,3.9,0.15,288.79,290.96,None
2021090900,2441,35634.0,11,2021-09-10T02:05:03.300,81.0,TB,left,59.96,11.74,2.09,3.75,0.19,294.16,291.82,None
2021090900,2441,35634.0,12,2021-09-10T02:05:03.400,81.0,TB,left,59.73,11.83,2.63,3.79,0.25,296.26,291.77,None
2021090900,2441,35634.0,13,2021-09-10T02:05:03.500,81.0,TB,left,59.46,11.96,3.16,3.85,0.3,296.26,294.24,None
2021090900,2441,35634.0,14,2021-09-10T02:05:03.600,81.0,TB,left,59.15,12.11,3.59,3.6,0.34,298.81,296.51,None
2021090900,2441,35634.0,15,2021-09-10T02:05:03.700,81.0,TB,left,58.81,12.29,4.05,3.36,0.39,301.17,298.05,None
2021090900,2441,35634.0,16,2021-09-10T02:05:03.800,81.0,TB,left,58.43,12.5,4.45,3.07,0.43,303.5,299.58,None
2021090900,2441,35634.0,17,2021-09-10T02:05:03.900,81.0,TB,left,58.02,12.74,4.8,2.81,0.47,308.07,300.7,None
2021090900,2441,35634.0,18,2021-09-10T02:05:04.000,81.0,TB,left,57.6,12.99,5.1,2.48,0.5,310.43,301.64,None
2021090900,2441,35634.0,19,2021-09-10T02:05:04.100,81.0,TB,left,57.15,13.27,5.35,1.99,0.52,310.43,302.48,None
2021090900,2441,35634.0,20,2021-09-10T02:05:04.200,81.0,TB,left,56.69,13.58,5.61,1.9,0.55,310.43,304.63,None
2021090900,2441,35634.0,21,2021-09-10T02:05:04.300,81.0,TB,left,56.22,13.91,5.84,1.74,0.57,314.22,305.97,None
2021090900,2441,35634.0,22,2021-09-10T02:05:04.400,81.0,TB,left,55.74,14.26,6.01,1.37,0.6,318.23,306.41,None
2021090900,2441,35634.0,23,2021-09-10T02:05:04.500,81.0,TB,left,55.26,14.63,6.14,1.11,0.61,319.0,307.77,None
2021090900,2441,35634.0,24,2021-09-10T02:05:04.600,81.0,TB,left,54.77,15.02,6.26,0.97,0.62,319.0,308.84,None
2021090900,2441,35634.0,25,2021-09-10T02:05:04.700,81.0,TB,left,54.28,15.42,6.35,1.13,0.63,322.26,310.53,None
2021090900,2441,35634.0,26,2021-09-10T02:05:04.800,81.0,TB,left,53.8,15.84,6.34,1.15,0.64,325.08,311.72,None
2021090900,2441,35634.0,27,2021-09-10T02:05:04.900,81.0,TB,left,53.34,16.27,6.3,1.37,0.63,328.05,313.14,None
2021090900,2441,35634.0,28,2021-09-10T02:05:05.000,81.0,TB,left,52.88,16.71,6.34,1.38,0.64,327.03,314.51,None
2021090900,2441,35634.0,29,2021-09-10T02:05:05.100,81.0,TB,left,52.43,17.16,6.33,1.34,0.64,329.69,315.51,None
2021090900,2441,35634.0,30,2021-09-10T02:05:05.200,81.0,TB,left,51.99,17.63,6.33,1.58,0.64,330.37,317.77,None
2021090900,2441,35634.0,31,2021-09-10T02:05:05.300,81.0,TB,left,51.57,18.12,6.41,1.53,0.65,330.37,319.6,None
2021090900,2441,35634.0,32,2021-09-10T02:05:05.400,81.0,TB,left,51.16,18.63,6.48,1.43,0.65,335.07,321.02,None
2021090900,2441,35634.0,33,2021-09-10T02:05:05.500,81.0,TB,left,50.75,19.15,6.52,1.38,0.66,340.77,322.5,None
2021090900,2441,35634.0,34,2021-09-10T02:05:05.600,81.0,TB,left,50.36,19.67,6.54,1.31,0.66,342.24,323.74,None
2021090900,2441,35634.0,35,2021-09-10T02:05:05.700,81.0,TB,left,49.97,20.22,6.62,1.29,0.67,337.55,325.27,None
2021090900,2441,35634.0,36,2021-09-10T02:05:05.800,81.0,TB,left,49.61,20.78,6.66,1.42,0.67,337.55,327.08,None
2021090900,2441,35634.0,37,2021-09-10T02:05:05.900,81.0,TB,left,49.25,21.34,6.68,1.44,0.67,343.36,328.63,None
2021090900,2441,35634.0,38,2021-09-10T02:05:06.000,81.0,TB,left,48.91,21.93,6.74,1.37,0.68,346.89,329.92,None
2021090900,2441,35634.0,39,2021-09-10T02:05:06.100,81.0,TB,left,48.58,22.53,6.78,1.58,0.68,342.1,332.09,None
2021090900,2441,35634.0,40,2021-09-10T02:05:06.200,81.0,TB,left,48.27,23.14,6.83,1.5,0.69,346.58,333.49,None
2021090900,2441,35634.0,41,2021-09-10T02:05:06.300,81.0,TB,left,47.96,23.77,7.02,1.38,0.71,10.29,334.96,None
2021090900,2441,35634.0,42,2021-09-10T02:05:06.400,81.0,TB,left,47.67,24.42,7.1,1.2,0.71,20.7,335.95,None
2021090900,2441,35634.0,43,2021-09-10T02:05:06.500,81.0,TB,left,47.39,25.09,7.19,1.26,0.72,21.49,337.55,None
2021090900,2441,35634.0,44,2021-09-10T02:05:06.600,81.0,TB,left,47.13,25.77,7.25,1.31,0.73,24.91,339.09,None
2021090900,2441,35634.0,45,2021-09-10T02:05:06.700,81.0,TB,left,46.87,26.47,7.41,1.18,0.75,33.78,340.12,None
2021090900,2441,35634.0,46,2021-09-10T02:05:06.800,81.0,TB,left,46.62,27.19,7.59,1.22,0.76,34.74,341.48,None
2021090900,2441,35634.0,47,2021-09-10T02:05:06.900,81.0,TB,left,46.39,27.92,7.65,1.2,0.77,35.51,342.63,None
2021090900,2441,35634.0,48,2021-09-10T02:05:07.000,81.0,TB,left,46.17,28.66,7.7,1.23,0.77,33.6,343.92,None
2021090900,2441,35634.0,49,2021-09-10T02:05:07.100,81.0,TB,left,45.96,29.41,7.77,1.11,0.78,29.81,344.76,None
2021090900,2441,35634.0,50,2021-09-10T02:05:07.200,81.0,TB,left,45.76,30.17,7.76,1.09,0.78,24.41,345.49,None
2021090900,2441,35634.0,51,2021-09-10T02:05:07.300,81.0,TB,left,45.57,30.92,7.72,1.21,0.78,21.86,346.32,None
2021090900,2441,35634.0,52,2021-09-10T02:05:07.400,81.0,TB,left,45.39,31.67,7.69,1.22,0.78,17.14,346.54,None
2021090900,2441,35634.0,53,2021-09-10T02:05:07.500,81.0,TB,left,45.21,32.42,7.6,1.41,0.77,4.81,346.81,autoevent_passforward
2021090900,2441,35634.0,54,2021-09-10T02:05:07.600,81.0,TB,left,45.04,33.16,7.46,1.66,0.75,350.0,346.85,pass_forward
2021090900,2441,35634.0,55,2021-09-10T02:05:07.700,81.0,TB,left,44.87,33.88,7.29,1.9,0.74,341.43,346.69,None
2021090900,2441,35634.0,56,2021-09-10T02:05:07.800,81.0,TB,left,44.7,34.58,7.14,2.02,0.73,334.1,346.53,None
2021090900,2441,35634.0,57,2021-09-10T02:05:07.900,81.0,TB,left,44.54,35.28,7.0,2.04,0.71,330.22,346.91,None
2021090900,2441,35634.0,58,2021-09-10T02:05:08.000,81.0,TB,left,44.39,35.95,6.81,2.14,0.69,327.98,346.94,None
2021090900,2441,39985.0,1,2021-09-10T02:05:02.300,25.0,TB,left,65.41,32.33,0.03,0.03,0.01,261.77,165.84,None
2021090900,2441,39985.0,2,2021-09-10T02:05:02.400,25.0,TB,left,65.41,32.33,0.02,0.02,0.0,261.77,165.69,None
2021090900,2441,39985.0,3,2021-09-10T02:05:02.500,25.0,TB,left,65.41,32.33,0.02,0.02,0.01,261.77,167.89,None
2021090900,2441,39985.0,4,2021-09-10T02:05:02.600,25.0,TB,left,65.4,32.34,0.01,0.01,0.01,263.04,170.66,None
2021090900,2441,39985.0,5,2021-09-10T02:05:02.700,25.0,TB,left,65.39,32.35,0.01,0.01,0.01,262.24,179.32,None
2021090900,2441,39985.0,6,2021-09-10T02:05:02.800,25.0,TB,left,65.39,32.35,0.01,0.01,0.0,261.48,178.99,ball_snap
2021090900,2441,39985.0,7,2021-09-10T02:05:02.900,25.0,TB,left,65.4,32.37,0.01,0.34,0.02,261.48,354.97,None
2021090900,2441,39985.0,8,2021-09-10T02:05:03.000,25.0,TB,left,65.4,32.39,0.11,0.99,0.02,261.48,0.46,None
2021090900,2441,39985.0,9,2021-09-10T02:05:03.100,25.0,TB,left,65.4,32.44,0.41,2.24,0.05,263.73,4.17,None
2021090900,2441,39985.0,10,2021-09-10T02:05:03.200,25.0,TB,left,65.41,32.51,0.76,2.79,0.07,265.45,5.75,None
2021090900,2441,39985.0,11,2021-09-10T02:05:03.300,25.0,TB,left,65.43,32.63,1.24,3.3,0.12,266.51,7.32,None
2021090900,2441,39985.0,12,2021-09-10T02:05:03.400,25.0,TB,left,65.44,32.77,1.58,3.09,0.14,268.16,7.15,None
2021090900,2441,39985.0,13,2021-09-10T02:05:03.500,25.0,TB,left,65.47,32.94,1.86,2.65,0.17,272.15,8.56,None
2021090900,2441,39985.0,14,2021-09-10T02:05:03.600,25.0,TB,left,65.5,33.14,2.11,2.16,0.2,272.15,8.22,None
2021090900,2441,39985.0,15,2021-09-10T02:05:03.700,25.0,TB,left,65.52,33.32,2.09,1.07,0.18,275.5,8.1,None
2021090900,2441,39985.0,16,2021-09-10T02:05:03.800,25.0,TB,left,65.58,33.52,2.11,0.57,0.2,277.64,11.99,None
2021090900,2441,39985.0,17,2021-09-10T02:05:03.900,25.0,TB,left,65.65,33.68,1.96,1.01,0.18,280.35,19.0,None
2021090900,2441,39985.0,18,2021-09-10T02:05:04.000,25.0,TB,left,65.75,33.84,1.87,1.83,0.19,274.27,28.87,None
2021090900,2441,39985.0,19,2021-09-10T02:05:04.100,25.0,TB,left,65.86,33.99,1.82,2.32,0.19,273.12,39.41,None
2021090900,2441,39985.0,20,2021-09-10T02:05:04.200,25.0,TB,left,66.0,34.11,1.81,3.04,0.18,273.12,52.13,None
2021090900,2441,39985.0,21,2021-09-10T02:05:04.300,25.0,TB,left,66.17,34.19,1.9,3.19,0.19,270.33,65.59,None
2021090900,2441,39985.0,22,2021-09-10T02:05:04.400,25.0,TB,left,66.36,34.26,2.0,2.68,0.2,260.59,72.58,None
2021090900,2441,39985.0,23,2021-09-10T02:05:04.500,25.0,TB,left,66.56,34.3,2.14,2.4,0.21,257.4,80.37,None
2021090900,2441,39985.0,24,2021-09-10T02:05:04.600,25.0,TB,left,66.76,34.32,2.07,1.92,0.19,238.31,87.06,None
2021090900,2441,39985.0,25,2021-09-10T02:05:04.700,25.0,TB,left,66.95,34.32,2.0,1.6,0.19,229.38,92.73,None
2021090900,2441,39985.0,26,2021-09-10T02:05:04.800,25.0,TB,left,67.13,34.28,1.91,1.71,0.19,223.29,100.64,None
